id,listing_url,name,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,    price    ,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,reviews_per_month
19697611,https://www.airbnb.com/rooms/19697611,Galeone - Monolocale con cucina,7361499,https://www.airbnb.com/users/show/7361499,Giuseppe,7/8/2013,"Palermo, Italy",within an hour,100%,100%,t,13,13,t,Palermo,38.11524,13.36264,Entire condo,Entire home/apt,2,1,1,3,118,2,30,19,19,47,290,0,0,0,,,,,,,,,,IT082053B4SZL9EB8V,t,
19698048,https://www.airbnb.com/rooms/19698048,Quirino's House,101664043,https://www.airbnb.com/users/show/101664043,Gaetano,10/28/2016,"Taormina, Italy",within a few hours,100%,100%,f,1,1,t,Taormina,37.852749,15.281484,Entire rental unit,Entire home/apt,2,1,1,2,99,2,28,27,57,87,362,61,6,0,7/16/2017,8/14/2025,4.77,4.84,4.79,4.88,4.93,4.87,4.72,IT083097C2RYRVOOLN,t,0.61
19699902,https://www.airbnb.com/rooms/19699902,Casa Nonna Mirka,138790945,https://www.airbnb.com/users/show/138790945,Fabiana & Christian,7/5/2017,"Taormina, Italy",within an hour,100%,100%,t,1,1,t,Taormina,37.85642,15.29312,Entire rental unit,Entire home/apt,4,1,1,3,113,2,29,6,23,23,203,130,26,1,7/20/2017,9/22/2025,4.85,4.91,4.89,4.95,4.95,4.84,4.77,IT083097C2MIXJARSY,t,1.3
19515308,https://www.airbnb.com/rooms/19515308,STELLA DEL MATTINO - ORCHIDEA,48055918,https://www.airbnb.com/users/show/48055918,Rodolfo,11/3/2015,Italy,within an hour,100%,100%,f,12,12,t,Lipari,38.50026,14.96104,Entire rental unit,Entire home/apt,4,1,2,5,150,2,1125,29,31,31,31,6,1,0,7/28/2017,8/22/2025,4.67,4.83,4.33,4.83,4.33,4.83,5,IT083041B4ZZ5JEUPH,t,0.06
19800579,https://www.airbnb.com/rooms/19800579,La Terrazza all'Università,37349181,https://www.airbnb.com/users/show/37349181,Angelo,7/2/2015,"Palermo, Italy",within an hour,100%,100%,,5,5,t,Palermo,38.11444,13.36151,Entire rental unit,Entire home/apt,5,1.5,1,2,84,1,30,6,7,8,261,340,46,3,9/10/2017,9/14/2025,4.95,4.94,4.9,4.99,4.99,4.97,4.91,IT082053C2Y7TZIRYJ,t,3.46
19800848,https://www.airbnb.com/rooms/19800848,Double/Twin room (19086009B402784),139848917,https://www.airbnb.com/users/show/139848917,Sicily Rooms,7/11/2017,,N/A,N/A,100%,f,6,6,f,Enna,37.56881,14.27853,Private room in bed and breakfast,Private room,2,,1,,,31,100,29,59,89,179,9,0,0,8/2/2017,9/30/2022,4.11,4.33,4.67,4.33,4.33,4.78,4.56,IT086009B47M865C8U,f,0.09
19801391,https://www.airbnb.com/rooms/19801391,Desirè Charming House Boat in the city center,118036098,https://www.airbnb.com/users/show/118036098,Martina,2/25/2017,"Palermo, Italy",within a day,100%,100%,f,1,1,t,Palermo,38.12125,13.36997,Boat,Entire home/apt,4,2,2,3,90,2,28,14,39,69,341,58,5,0,3/30/2018,7/14/2025,4.97,4.95,4.84,5,5,4.97,4.88,,t,0.63
19806474,https://www.airbnb.com/rooms/19806474,stanza UVA B&B Isola greca,136064240,https://www.airbnb.com/users/show/136064240,Isola,6/20/2017,,N/A,N/A,N/A,f,2,3,f,Agrigento,37.30562,13.59097,Private room in rental unit,Private room,3,,,,,31,1125,0,0,0,0,1,0,0,10/12/2017,10/12/2017,5,5,5,5,5,4,5,,f,0.01
19807941,https://www.airbnb.com/rooms/19807941,The Loft,139918194,https://www.airbnb.com/users/show/139918194,Paoletta,7/11/2017,,N/A,N/A,N/A,f,1,1,f,Avola,36.91143,15.13913,Entire home,Entire home/apt,6,1,2,3,120,2,1125,28,58,88,91,1,0,0,8/14/2018,8/14/2018,4,5,5,5,5,5,5,IT089002C2OFPQ2T52,t,0.01
19817868,https://www.airbnb.com/rooms/19817868,Baglio Ingardia Fontanasalsa storico,140012850,https://www.airbnb.com/users/show/140012850,Michele,7/12/2017,"Fontanasalsa, Trapani, Italy",N/A,N/A,N/A,f,3,3,f,Trapani,37.95654,12.55369,Entire guest suite,Entire home/apt,2,1,1,1,81,31,1125,27,57,87,87,40,0,0,8/18/2017,8/19/2024,4.8,4.8,4.83,4.88,4.75,4.8,4.7,,f,0.4
19818966,https://www.airbnb.com/rooms/19818966,Cinecitta Sicily Villa Art Déco Noto Piscine Wifi,6195892,https://www.airbnb.com/users/show/6195892,Stephane,5/2/2013,,within an hour,100%,100%,f,1,1,f,Noto,36.86572,15.06253,Entire villa,Entire home/apt,8,4,4,4,1100,7,1125,27,44,44,201,6,1,0,7/11/2022,8/2/2025,5,5,5,4.83,4.83,4.83,4.67,IT089013C2CJXLMHIY,f,0.15
19820245,https://www.airbnb.com/rooms/19820245,Villa Ceni a Triscina appartamento 5 posti,27985531,https://www.airbnb.com/users/show/27985531,Giuseppe,2/19/2015,"Castelvetrano, Italy",a few days or more,0%,5%,f,8,10,t,Castelvetrano,37.58418,12.80599,Entire rental unit,Entire home/apt,5,1,2,3,71,31,210,29,34,34,34,2,0,0,8/1/2023,9/9/2023,5,5,5,5,5,5,5,,f,0.08
19821098,https://www.airbnb.com/rooms/19821098,Nicadomus Camera King,139817852,https://www.airbnb.com/users/show/139817852,Gianpaolo,7/11/2017,"Licata, Italy",within an hour,100%,88%,f,3,3,f,Licata,37.104687,13.936263,Private room in bed and breakfast,Private room,4,1,1,3,60,1,30,27,57,85,85,2,0,0,7/6/2019,6/1/2023,5,5,5,5,5,5,5,IT084021C1XSEGEKJE,f,0.03
19821471,https://www.airbnb.com/rooms/19821471,Stella Marina,140030429,https://www.airbnb.com/users/show/140030429,Lucia,7/12/2017,"Syracuse, Italy",within an hour,100%,79%,f,1,1,t,Siracusa,37.07175,15.28673,Entire condo,Entire home/apt,4,1,1,4,30,1,60,8,29,59,321,52,12,3,3/4/2019,9/20/2025,4.71,4.85,4.65,4.83,4.83,4.44,4.77,IT089017C2XTM5KABV,f,0.65
19517569,https://www.airbnb.com/rooms/19517569,"Marzamemi apt by the sea, +comfort services Grano1",136859992,https://www.airbnb.com/users/show/136859992,Gianna,6/25/2017,"Marzamemi, Italy",N/A,N/A,50%,f,4,5,t,Noto,36.74444,15.11105,Entire rental unit,Entire home/apt,4,1,2,3,144,2,1125,29,59,89,269,3,1,0,9/17/2017,4/29/2025,4.33,4.67,4.67,5,5,5,4.67,IT089013B4WRW7ALD5,f,0.03
19522598,https://www.airbnb.com/rooms/19522598,Casa Kiara,137105204,https://www.airbnb.com/users/show/137105204,Giovanni,6/26/2017,,N/A,N/A,N/A,f,1,1,f,Fiumefreddo di Sicilia,37.79133,15.21144,Entire home,Entire home/apt,4,1,2,4,60,31,31,29,59,89,179,0,0,0,,,,,,,,,,,f,
19523175,https://www.airbnb.com/rooms/19523175,"Il Monachello, Sicily country life with Jacuzzi",91544110,https://www.airbnb.com/users/show/91544110,Emilio,8/23/2016,"Buseto Palizzolo, Italy",within a few hours,100%,100%,t,2,3,t,Buseto Palizzolo,38.02577,12.71638,Entire home,Entire home/apt,4,,1,,,2,28,0,0,0,0,31,2,0,7/16/2017,8/23/2025,4.65,4.77,4.94,4.77,4.65,4.55,4.77,IT081002B4SEEKG5S8,t,0.31
19523772,https://www.airbnb.com/rooms/19523772,"HIERÀ-On the beach, sea view, 2-6 p., Wifi",137100468,https://www.airbnb.com/users/show/137100468,Amedeo,6/26/2017,"Palermo, Italy",within a day,50%,100%,f,2,2,t,Lipari,38.51978227,14.93540156,Entire rental unit,Entire home/apt,6,2,2,6,61,4,30,15,16,16,164,0,0,0,,,,,,,,,,IT083041C2DBL9Y5X9,f,
19527687,https://www.airbnb.com/rooms/19527687,Villetta al mare a Selinunte Sicilia,929729,https://www.airbnb.com/users/show/929729,Mariano,8/6/2011,"Sicily, Italy",N/A,N/A,N/A,f,1,1,t,Castelvetrano,37.58527,12.84915,Entire home,Entire home/apt,4,1,2,2,70,31,1125,23,53,83,358,0,0,0,,,,,,,,,,,t,
19705217,https://www.airbnb.com/rooms/19705217,Suite with balcony with panoramic view,135974066,https://www.airbnb.com/users/show/135974066,Filippo,6/20/2017,"Modica, Italy",N/A,N/A,N/A,t,6,11,t,Pozzallo,36.73567,14.84218,Entire guest suite,Entire home/apt,3,1,1,3,90,31,200,30,60,90,270,3,0,0,3/16/2019,12/20/2021,5,5,5,5,5,5,5,,f,0.04
19706577,https://www.airbnb.com/rooms/19706577,Casa Mirella,135266971,https://www.airbnb.com/users/show/135266971,Roberta,6/15/2017,,within an hour,100%,95%,,5,5,t,Favignana,37.93379,12.33211,Entire townhouse,Entire home/apt,3,1,1,2,149,2,1125,11,16,16,16,67,11,0,7/15/2017,8/20/2025,4.97,4.93,4.97,4.97,4.94,4.95,4.68,IT081009C2IRM883MO,f,0.67
19708800,https://www.airbnb.com/rooms/19708800,La Perla,138880633,https://www.airbnb.com/users/show/138880633,Mario,7/6/2017,,within a few hours,100%,100%,f,2,2,t,Giardini-Naxos,37.81999,15.25097,Entire rental unit,Entire home/apt,4,2,2,3,90,31,1125,0,0,0,152,0,0,0,,,,,,,,,,,t,
19709949,https://www.airbnb.com/rooms/19709949,Appartamento in residence,54023224,https://www.airbnb.com/users/show/54023224,Andrea,1/10/2016,"Palermo, Italy",N/A,N/A,N/A,f,2,3,f,Taormina,37.82702,15.25171,Entire home,Entire home/apt,4,,1,,,31,1125,0,0,0,0,14,0,0,8/10/2017,7/16/2023,4.79,4.5,4.71,4.93,4.86,4.71,4.64,,f,0.14
19712390,https://www.airbnb.com/rooms/19712390,“Al Borgo”,117151236,https://www.airbnb.com/users/show/117151236,Marco,2/19/2017,,within an hour,100%,100%,f,5,5,t,Mascali,37.77,15.17509,Entire villa,Entire home/apt,6,2,3,4,88,1,1125,8,17,20,249,69,15,0,9/30/2019,8/18/2025,4.83,4.84,4.67,4.84,4.93,4.72,4.7,IT087023C2Y4WAZKIN,t,0.94
19712567,https://www.airbnb.com/rooms/19712567,Rosso - Proppro - Milazzo Isole Eolie,138915463,https://www.airbnb.com/users/show/138915463,Giuseppe,7/6/2017,"Palermo, Italy",within an hour,100%,99%,f,37,44,t,Milazzo,38.22269,15.23444,Entire condo,Entire home/apt,6,2,2,4,66,2,1125,8,36,60,62,38,5,0,7/13/2017,11/5/2024,4.74,4.79,4.66,4.84,4.97,4.66,4.82,IT083049C2QVKDYRV6,t,0.38
19713819,https://www.airbnb.com/rooms/19713819,Giallo - Proppro - Milazzo Isole Eolie,138915463,https://www.airbnb.com/users/show/138915463,Giuseppe,7/6/2017,"Palermo, Italy",within an hour,100%,99%,f,37,44,t,Milazzo,38.22272,15.23567,Entire condo,Entire home/apt,4,1,0,3,41,1,1125,19,47,71,71,58,10,3,7/10/2017,9/18/2025,4.6,4.72,4.52,4.82,4.95,4.65,4.6,IT083049C2QVKDYRV6,t,0.58
19716273,https://www.airbnb.com/rooms/19716273,Vacation beach house in Balestrate,33969198,https://www.airbnb.com/users/show/33969198,Salvador,5/22/2015,"Copenhagen, Denmark",N/A,N/A,N/A,f,3,5,t,Balestrate,38.03863,12.98337,Entire cottage,Entire home/apt,6,1,2,4,100,31,1125,27,57,87,362,0,0,0,,,,,,,,,,,f,
19717538,https://www.airbnb.com/rooms/19717538,Casa vacanza Villa Giorgio di Francesca Rizzo,138962445,https://www.airbnb.com/users/show/138962445,Francesca,7/6/2017,"Marsala, Italy",N/A,N/A,N/A,f,1,1,t,Marsala,37.76995,12.4944,Entire guesthouse,Entire home/apt,5,1.5,1,4,48,31,1125,29,59,89,269,37,0,0,8/13/2017,8/4/2024,4.7,4.78,4.78,4.76,4.81,4.32,4.57,,f,0.37
19718167,https://www.airbnb.com/rooms/19718167,The Shell House,138282523,https://www.airbnb.com/users/show/138282523,Silvia,7/3/2017,"Rome, Italy",within a few hours,100%,100%,t,1,1,t,Palermo,38.19618,13.32951,Entire home,Entire home/apt,4,1,2,2,95,3,15,19,49,75,345,88,9,1,9/16/2017,9/6/2025,4.92,4.92,4.84,4.98,5,4.82,4.85,IT082053C238QVD53N,f,0.9
19718881,https://www.airbnb.com/rooms/19718881,Apartment Angelina (Profetina Village),138975243,https://www.airbnb.com/users/show/138975243,Orlando Vacation Homes / Apartments,7/6/2017,"Francavilla di Sicilia, Italy",N/A,N/A,100%,f,1,8,t,Motta Camastra,37.90042,15.1986,Entire rental unit,Entire home/apt,7,1,2,4,86,3,1125,5,5,5,5,2,0,0,8/14/2017,10/12/2017,4.5,4.5,4,4,4,4,4.5,IT083058C2FNKKGNSN,t,0.02
19528166,https://www.airbnb.com/rooms/19528166,Camera Queen deluxe (Da Nina),137116569,https://www.airbnb.com/users/show/137116569,Domenica,6/26/2017,,within an hour,100%,100%,f,4,4,f,Lascari,38.00211,13.93868,Private room in home,Private room,2,1,3,3,51,1,90,29,59,89,364,22,0,0,6/29/2017,4/28/2024,4.64,4.91,4.95,4.86,4.86,4.33,4.62,it082044c2xs8693rq,t,0.22
19822808,https://www.airbnb.com/rooms/19822808,Casa Residence Canalotto,140037122,https://www.airbnb.com/users/show/140037122,Giuseppe -Claudia,7/12/2017,"Realmonte, Italy",within an hour,100%,94%,t,1,1,t,Realmonte,37.300457,13.46564579,Entire rental unit,Entire home/apt,3,1,1,1,72,2,29,27,57,87,353,87,12,3,8/8/2017,9/20/2025,4.85,4.84,4.99,4.92,4.97,4.83,4.83,IT084032C25XZ63YWD,t,0.88
19823826,https://www.airbnb.com/rooms/19823826,Monolocale LIMONE Portopalo di Capo Passero,65468028,https://www.airbnb.com/users/show/65468028,Corrado,4/2/2016,"Sicily, Italy",within an hour,80%,100%,f,2,4,t,Portopalo di Capo Passero,36.68454,15.13449,Entire rental unit,Entire home/apt,4,1,1,2,33,2,1125,1,1,1,1,54,11,1,7/28/2017,9/20/2025,4.83,4.91,4.94,4.94,4.96,4.83,4.78,IT089020C2JFSVYCW0,t,0.54
19826237,https://www.airbnb.com/rooms/19826237,APARTAMENT NORMANNI,137279973,https://www.airbnb.com/users/show/137279973,Salvatore,6/27/2017,"Villabate, Italy",within a day,100%,50%,f,1,1,f,Campofelice di Roccella,38.00123,13.89668,Entire rental unit,Entire home/apt,4,1,1,2,100,5,30,1,1,2,5,5,1,1,8/10/2017,9/8/2025,5,5,5,5,5,5,5,IT082017C216474,f,0.05
19828131,https://www.airbnb.com/rooms/19828131,"Sea, beach and relax",43396128,https://www.airbnb.com/users/show/43396128,Daniela Maria,9/5/2015,"Naxos, Italy",within an hour,100%,99%,f,3,3,t,Giardini-Naxos,37.84201,15.27962,Private room in vacation home,Private room,2,1,1,1,69,1,1125,13,40,70,70,266,22,3,8/5/2017,9/15/2025,4.79,4.87,4.89,4.88,4.9,4.86,4.8,IT083032C2VX6AGP2I,f,2.68
19831759,https://www.airbnb.com/rooms/19831759,"Casa vacanze ""Za' Giovannina 2""  Vista porto",12600041,https://www.airbnb.com/users/show/12600041,Mariangela,2/26/2014,,within an hour,100%,75%,t,4,4,t,Sciacca,37.50652,13.0821,Entire vacation home,Entire home/apt,4,1.5,2,4,45,1,1125,28,58,88,178,3,0,0,7/24/2022,7/24/2023,4.33,4.67,5,4.67,5,4.67,4,IT084041C2ZRKRERUX,f,0.08
19832176,https://www.airbnb.com/rooms/19832176,Casetta Lele,116712872,https://www.airbnb.com/users/show/116712872,Alba,2/16/2017,"Syracuse, Italy",N/A,N/A,N/A,f,3,3,t,Siracusa,37.06991,15.28755,Entire rental unit,Entire home/apt,2,,1,,,2,30,0,0,0,0,9,0,0,8/7/2017,10/3/2020,4.78,5,4.89,5,5,5,5,IT089017C2IY2XT330,t,0.09
19834771,https://www.airbnb.com/rooms/19834771,Overlooking the Faraglioni with a glass of wine,3480686,https://www.airbnb.com/users/show/3480686,Belinda,9/5/2012,"Aci Castello, Italy",N/A,N/A,N/A,f,2,2,t,Aci Castello,37.56562,15.15865,Entire rental unit,Entire home/apt,2,1,1,2,106,180,180,29,59,89,364,1,0,0,8/13/2017,8/13/2017,5,5,5,5,5,5,4,,f,0.01
19837545,https://www.airbnb.com/rooms/19837545,casa Paolillo Lido di Noto Eloro Noto (SR),43536326,https://www.airbnb.com/users/show/43536326,Floriana,9/6/2015,"Avola, Italy",within a few hours,100%,77%,f,1,1,t,Noto,36.85081,15.10796,Entire townhouse,Entire home/apt,6,3,3,3,129,5,1125,28,58,88,320,30,7,0,7/18/2018,8/29/2025,4.87,4.9,4.93,4.87,5,4.8,4.93,IT089013C2SW85CCK7,f,0.34
19839965,https://www.airbnb.com/rooms/19839965,B&B Il Casale di Federico - Camera Deluxe,139104346,https://www.airbnb.com/users/show/139104346,Angela,7/7/2017,,N/A,N/A,N/A,f,4,5,f,Agrigento,37.30084,13.55779,Private room in villa,Private room,2,,,,,31,1125,0,0,0,0,1,0,0,7/27/2019,7/27/2019,4,4,4,5,4,4,4,,f,0.01
19528525,https://www.airbnb.com/rooms/19528525,Casa Vacanze VillaTropia,137145759,https://www.airbnb.com/users/show/137145759,Giovanni,6/26/2017,"Camastra, Italy",within a few hours,100%,100%,f,1,1,t,Camastra,37.25865,13.79068,Entire villa,Entire home/apt,10,2.5,5,8,70,1,1125,16,39,69,248,27,7,0,8/9/2017,7/26/2025,4.85,4.93,4.89,4.81,4.96,4.48,4.89,IT084008C2GDGZSLXE,f,0.27
19530001,https://www.airbnb.com/rooms/19530001,Acacia Apartment,137159643,https://www.airbnb.com/users/show/137159643,Dario,6/26/2017,"Noto, Italy",within an hour,100%,100%,f,2,2,t,Ispica,36.71601,14.93308,Entire rental unit,Entire home/apt,4,1,1,2,77,4,30,28,32,32,32,7,0,0,8/20/2017,7/18/2024,5,5,5,5,5,5,5,IT088005C2WEKVJAF5,t,0.07
19530220,https://www.airbnb.com/rooms/19530220,Myrtle apartment,137159643,https://www.airbnb.com/users/show/137159643,Dario,6/26/2017,"Noto, Italy",within an hour,100%,100%,f,2,2,t,Ispica,36.71632,14.93469,Entire rental unit,Entire home/apt,2,1,1,1,68,4,30,29,34,34,34,21,0,0,8/5/2017,6/29/2024,4.9,4.81,4.95,4.95,4.95,4.86,4.76,IT088005C2WEKVJAF5,t,0.21
19726589,https://www.airbnb.com/rooms/19726589,Brezza di Levante,139060302,https://www.airbnb.com/users/show/139060302,Oriana,7/7/2017,"Sicily, Italy",within an hour,100%,100%,t,5,5,t,Noto,36.87322,15.13781,Entire condo,Entire home/apt,5,,4,,,3,30,0,0,0,0,9,0,0,8/25/2017,7/12/2024,4.78,4.89,5,5,5,4.33,4.78,IT089013C2ERRLI5RD,f,0.09
19726664,https://www.airbnb.com/rooms/19726664,Casa del Geco a 150 m dal mare,139061835,https://www.airbnb.com/users/show/139061835,Alberto,7/7/2017,"Brescia, Italy",N/A,N/A,100%,f,1,1,f,Leni,38.5481,14.82773,Entire home,Entire home/apt,2,,1,,,4,1125,0,1,1,1,19,1,0,5/5/2018,8/17/2025,4.79,5,4.84,4.89,5,4.74,4.84,IT083037C2G9EIR8RV,f,0.21
19726816,https://www.airbnb.com/rooms/19726816,CasaMalu',138969726,https://www.airbnb.com/users/show/138969726,Sergio,7/6/2017,"Catania, Italy",within an hour,100%,100%,t,1,1,t,Catania,37.50050354,15.08465958,Entire rental unit,Entire home/apt,4,1.5,1,3,53,2,29,9,30,60,229,87,24,3,7/23/2017,9/27/2025,4.97,5,4.93,4.97,4.99,4.93,4.94,IT087015C2DNDNP7LO,t,0.87
19726982,https://www.airbnb.com/rooms/19726982,"Nel Parco delle Madonie a Gangi-""Casa Gertrude""",139064262,https://www.airbnb.com/users/show/139064262,Giovanna,7/7/2017,,within an hour,100%,67%,f,1,1,f,Gangi,37.79715,14.20562,Entire home,Entire home/apt,5,2,1,3,45,2,28,27,57,87,362,24,2,0,10/31/2019,11/19/2024,4.88,4.79,4.88,4.88,4.92,4.96,4.83,IT082036C2BQJB4URC,f,0.33
19726998,https://www.airbnb.com/rooms/19726998,Stunning House in Sicily,136211932,https://www.airbnb.com/users/show/136211932,Giovanni,6/21/2017,,N/A,N/A,0%,f,5,7,t,Scicli,36.73071,14.76065,Entire home,Entire home/apt,5,1,3,5,235,31,1125,29,59,89,364,4,0,0,9/13/2017,9/14/2019,5,4.75,4.75,5,5,4.75,4.75,,f,0.04
19727462,https://www.airbnb.com/rooms/19727462,Atelier al Politeama,139046977,https://www.airbnb.com/users/show/139046977,Ilaria,7/7/2017,"Palermo, Italy",within an hour,100%,100%,t,1,1,t,Palermo,38.12747,13.35788,Entire rental unit,Entire home/apt,4,1,1,3,58,5,30,1,19,49,230,78,15,0,8/9/2017,8/25/2025,4.9,4.97,4.99,4.97,4.97,4.74,4.82,IT082053C2QERL5EYO,f,0.79
19730507,https://www.airbnb.com/rooms/19730507,Canneto center apartment SEA VIEW,45733549,https://www.airbnb.com/users/show/45733549,Patrizia,10/4/2015,,within a day,100%,54%,f,3,3,t,Lipari,38.4892,14.9613,Entire rental unit,Entire home/apt,6,1,2,4,79,1,60,29,59,89,269,24,2,0,8/12/2017,11/16/2024,4.5,4.38,4.63,4.5,4.5,4.63,4.5,IT083041C28E887QZH,f,0.24
19534766,https://www.airbnb.com/rooms/19534766,Marzamemi apt by the sea +comfort services Grano11,136859992,https://www.airbnb.com/users/show/136859992,Gianna,6/25/2017,"Marzamemi, Italy",N/A,N/A,50%,f,4,5,t,Noto,36.74444,15.1093,Entire rental unit,Entire home/apt,4,1,2,3,144,2,1125,29,59,89,269,2,1,0,6/4/2018,5/26/2025,5,5,4.5,5,5,5,5,IT089013B4WRW7ALD5,f,0.02
19535527,https://www.airbnb.com/rooms/19535527,Dammuso La Coccinella,137220542,https://www.airbnb.com/users/show/137220542,Mirella,6/27/2017,"Sesto San Giovanni, Italy",N/A,N/A,100%,f,1,1,t,Pantelleria,36.79844,11.9583,Dammuso,Entire home/apt,2,1,1,1,55,31,60,28,58,88,363,43,1,0,9/10/2017,8/4/2025,4.74,4.79,4.7,4.98,4.93,4.7,4.77,,t,0.44
19541942,https://www.airbnb.com/rooms/19541942,CASA RELAX,130604823,https://www.airbnb.com/users/show/130604823,Caterina,5/16/2017,,within an hour,100%,99%,f,2,3,t,Monforte San Giorgio,38.20675,15.33839,Entire rental unit,Entire home/apt,2,1,1,1,55,1,1125,27,57,87,361,200,21,3,8/12/2017,9/17/2025,4.66,4.83,4.71,4.87,4.81,4.42,4.72,IT083054C29M8QB007,t,2.02
19546278,https://www.airbnb.com/rooms/19546278,La casetta succulenta,60484186,https://www.airbnb.com/users/show/60484186,Maria Elena,2/26/2016,"Pedara, Italy",within an hour,100%,100%,f,2,2,t,Aci Castello,37.55804,15.13758,Entire rental unit,Entire home/apt,4,1,1,3,60,2,365,28,54,84,359,18,0,0,8/13/2017,8/3/2024,4.39,4.56,4.33,4.56,4.78,4.44,4.39,IT087002C2EEI6N9Z4,f,0.18
19840122,https://www.airbnb.com/rooms/19840122,White Home,140243210,https://www.airbnb.com/users/show/140243210,Mario,7/13/2017,"Palermo, Italy",within a few hours,100%,100%,t,2,2,t,Palermo,38.12477,13.36322,Entire rental unit,Entire home/apt,7,1,3,7,64,5,1125,16,46,76,256,124,13,0,8/3/2017,8/29/2025,4.74,4.74,4.65,4.93,4.9,4.6,4.76,IT082053C2L2EH5C9X,t,1.25
19840264,https://www.airbnb.com/rooms/19840264,B&B Il Casale di Federico doppia.con letti singoli,139104346,https://www.airbnb.com/users/show/139104346,Angela,7/7/2017,,N/A,N/A,N/A,f,4,5,f,Agrigento,37.30039,13.55793,Private room in villa,Private room,2,,,,,31,1125,0,0,0,0,1,0,0,3/7/2018,3/7/2018,5,5,5,5,5,3,5,,f,0.01
19840464,https://www.airbnb.com/rooms/19840464,"B&B Il Casale di Federico matrim. ""Terra d'amuri""",139104346,https://www.airbnb.com/users/show/139104346,Angela,7/7/2017,,N/A,N/A,N/A,f,4,5,f,Agrigento,37.29954,13.55716,Private room in villa,Private room,2,,,,,31,1125,0,0,0,0,0,0,0,,,,,,,,,,,f,
19840645,https://www.airbnb.com/rooms/19840645,B&B Il Casale di Federico - Camera disabili,139104346,https://www.airbnb.com/users/show/139104346,Angela,7/7/2017,,N/A,N/A,N/A,f,4,5,f,Agrigento,37.30017,13.557,Private room in villa,Private room,2,,,,,31,1125,0,0,0,0,0,0,0,,,,,,,,,,,f,
19850385,https://www.airbnb.com/rooms/19850385,Wood room Palermo,33283483,https://www.airbnb.com/users/show/33283483,Maurizio,5/13/2015,"Sicily, Italy",within an hour,100%,100%,t,4,4,t,Palermo,38.12554,13.36044,Private room in vacation home,Private room,3,1,1,1,69,31,90,29,59,89,90,82,1,0,7/22/2017,10/1/2024,4.77,4.91,4.95,4.9,4.88,4.88,4.84,,t,0.82
19854059,https://www.airbnb.com/rooms/19854059,BB4U Apartments and Terrace - Modern,103001611,https://www.airbnb.com/users/show/103001611,Giulia,11/8/2016,"Palermo, Italy",within an hour,100%,100%,f,8,8,t,Palermo,38.11893,13.36426,Entire condo,Entire home/apt,5,1,1,3,135,1,1125,16,45,75,348,22,0,0,8/12/2018,1/14/2024,5,4.95,4.95,5,5,4.95,4.82,IT082053B4YFNKVVNO,t,0.25
19856144,https://www.airbnb.com/rooms/19856144,Solemar Sicilia - Mer et Soleil - Salina,8002682,https://www.airbnb.com/users/show/8002682,Fabian,8/7/2013,"Bagheria, Italy",within an hour,96%,100%,f,108,112,t,Bagheria,38.11784,13.5106,Entire bungalow,Entire home/apt,3,1,1,1,80,4,90,8,35,65,340,67,9,1,9/5/2017,9/7/2025,4.61,4.63,4.57,4.85,4.73,4.78,4.52,IT082006B4UN7584C9,t,0.68
19858994,https://www.airbnb.com/rooms/19858994,La Casuzza di Francesco,127393129,https://www.airbnb.com/users/show/127393129,Paolo,4/24/2017,,within an hour,100%,100%,f,1,2,f,Siracusa,37.05732,15.29571,Entire vacation home,Entire home/apt,4,1,1,2,48,3,1125,15,44,74,254,13,1,0,8/25/2017,8/11/2025,4.77,4.54,4.77,4.69,4.54,4.92,4.23,IT089017C24SXO9R8C,t,0.13
19865075,https://www.airbnb.com/rooms/19865075,Alessi Suites & Studio,97387409,https://www.airbnb.com/users/show/97387409,Natalia,9/30/2016,"Mazzarino, Italy",within an hour,100%,0%,f,2,3,f,Mazzarino,37.30341,14.21352,Private room in rental unit,Private room,2,3,3,6,35,31,1125,30,60,90,365,0,0,0,,,,,,,,,,IT085009C1L5RXTOSB,f,
19867210,https://www.airbnb.com/rooms/19867210,Charming Dammuso 2,90263570,https://www.airbnb.com/users/show/90263570,Veronica,8/16/2016,"Sicily, Italy",N/A,N/A,N/A,f,4,9,t,Pantelleria,36.75804,11.99221,Entire rental unit,Entire home/apt,3,1,1,3,67,31,1125,29,59,89,364,0,0,0,,,,,,,,,,,f,
19546489,https://www.airbnb.com/rooms/19546489,Cefalù Chic Suite,137277135,https://www.airbnb.com/users/show/137277135,Angela,6/27/2017,"Sicily, Italy",N/A,N/A,0%,f,1,2,t,Cefal,38.03722,14.02097,Entire rental unit,Entire home/apt,2,1,2,3,135,31,31,29,59,89,364,9,0,0,7/30/2018,10/20/2023,5,5,4.78,5,5,5,4.78,,f,0.1
